Twitter_ID,Twitter_User,Creation_Date,Follower_Count,Friend_Count,Post_Count,Liked_Count,List_Count,Language,is_protected,is_verified
9.96E+17,joonha93,1526307741,27,21,1366,1161,0,vi,0,0
9.96E+17,QuetoLugo,1526307741,35,146,63,351,0,en,0,0
9.96E+17,bbanxna,1526307738,62,61,1012,9,3,en,0,0
9.96E+17,Patrick31075564,1526307734,21,275,12,113,0,en,0,0
9.96E+17,taebae81555951,1526307729,7,15,611,384,0,en,0,0
9.96E+17,SapongJnr,1526307728,1,142,15,2,0,en,0,0
9.96E+17,HDSalud,1526307728,522,402,235,2050,1,es,0,0
9.96E+17,PiliPiola,1526307720,10,75,39,25,0,es,0,0
9.96E+17,nominisprime,1526307717,17,77,100,88,0,en,0,0
9.96E+17,smiledbysebas,1526307711,6,50,169,189,0,es,0,0
9.96E+17,MinYoon43363525,1526307691,99,75,705,107,0,en,0,0
9.96E+17,next_kou,1526307681,1109,953,61,0,1,ja,0,0
9.96E+17,lostonselly__,1526307677,385,844,1960,7523,1,tr,0,0
9.96E+17,GraceAn14416744,1526307676,0,248,0,11,0,en,0,0
9.96E+17,Andrewilburn5,1526307674,10,175,32,7,0,en,0,0
9.96E+17,Aqar_Cafe,1526307666,204,256,449,166,0,ar,0,0
9.96E+17,KimSeokJinFan3,1526307664,277,256,6390,4198,0,en,0,0
9.96E+17,Superrrr_Star,1526307658,9,122,0,0,0,en,0,0
9.96E+17,balllessrajini,1526307653,3,18,690,1009,0,en,0,0
9.96E+17,butler_anija,1526307651,0,40,0,0,0,en,0,0
9.96E+17,UwuVero,1526307618,243,393,1351,1648,0,es,0,0
9.96E+17,dzcj97ojt1,1526307617,828,1,26,1,4,ar,0,0
9.96E+17,Alexsixtus5,1526307616,3,62,4,16,0,en,0,0
9.96E+17,Pepe_Duarte10,1526307616,179,176,269,504,0,en,0,0
9.96E+17,minusch_afonso,1526307607,25,258,17,23,0,de,0,0
9.96E+17,manonsoyoung,1526307592,1,77,4,248,0,en,0,0
9.96E+17,Florenc22813754,1526307588,206,765,791,1239,0,en,0,0
9.96E+17,sugaliciousman,1526307588,265,325,1072,567,0,en,0,0
9.96E+17,Shaikahalqrb,1526307585,32,68,416,98,0,ar,0,0
9.96E+17,Xaimarie_12,1526307585,95,160,351,151,0,en,0,0
9.96E+17,TMAKGETLANE,1526307582,84,1099,581,620,0,en,0,0
9.96E+17,kookchil_97,1526307578,220,223,903,602,0,en,0,0
9.96E+17,minhyunx200,1526307570,170,47,4372,175,0,en,0,0
9.96E+17,TimeMachine2018,1526307565,85,232,709,196,0,en,0,0
9.96E+17,kultur_d,1526307565,74,348,240,49,2,en,0,0
9.96E+17,Manuellorona1,1526307562,4,13,145,156,0,en,0,0
9.96E+17,XIII__newmoon,1526307555,23,30,173,56,0,ja,0,0
9.96E+17,Sialkoti16,1526307552,3,66,9,14,0,en,0,0
9.96E+17,EnricoMatias7,1526307551,4,101,1,1,0,en,0,0
9.96E+17,uSNEN21fRufOMdN,1526307550,204,360,202,462,0,en,0,0
9.96E+17,Abdulla70596794,1526307547,44,855,26,62,0,en,0,0
9.96E+17,R34shlo,1526307545,199,213,195,149,0,en,0,0
9.96E+17,hanakos_8753,1526307544,65,79,3404,1612,1,ja,0,0
9.96E+17,__ouaX514,1526307542,65,110,857,1830,0,ja,0,0
9.96E+17,pilotships,1526307537,1,42,11,49,0,en,0,0
9.96E+17,lesliessss1,1526307536,1,2,40,1,0,en,0,0
9.96E+17,TamngenS,1526307534,3,63,743,0,0,en,0,0
9.96E+17,parkjmn0395,1526307534,559,720,2213,3638,0,en,0,0
9.96E+17,SemvaxS,1526307529,0,16,103,14,0,en,0,0
9.96E+17,sehun_bloomy,1526307520,282,353,435,77,0,ko,0,0
9.96E+17,Clement37330990,1526307520,2,22,1,0,0,en,0,0
9.96E+17,AnaBeatrizmf14,1526307519,7,84,0,15,0,pt,0,0
9.96E+17,butonlyjust,1526307519,3,354,2758,16,0,en,0,0
9.96E+17,Nao08023516,1526307518,0,1,505,0,0,en,0,0
9.96E+17,Nct_jinjajoa,1526307504,688,681,11241,11256,3,en,0,0
9.96E+17,BaitAyola,1526307501,2353,0,18,22,0,en,0,0
9.96E+17,Barbara95834490,1526307501,4,37,200,96,0,en,0,0
9.96E+17,jwisobp,1526307494,757,777,2534,85,8,en,0,0
9.96E+17,SuddithKen,1526307487,5,95,0,6,0,en,0,0
9.96E+17,AdaniBannaadani,1526307487,3,83,2,6,0,en,0,0
9.96E+17,1sCEk1InteG6tI8,1526307475,62,280,1306,48,0,ar,0,0
9.96E+17,MDS_news,1526307466,37,43,40,0,0,en,0,0
9.96E+17,Qouietloud1,1526307460,115,553,176,296,0,en,0,0
9.96E+17,SaahMorena_,1526307448,6,49,149,130,0,pt,0,0
9.96E+17,Miladysfonseca4,1526307447,0,64,0,0,0,en,0,0
9.96E+17,1211daichi,1526307446,142,263,209,1328,0,en,0,0
9.96E+17,Piangdao8,1526307440,18730,34,18,15,3,en,0,0
9.96E+17,Djebbizeineb1,1526307435,10,397,23,26,0,en,0,0
9.96E+17,Kitkat1813,1526307431,0,79,0,0,0,en,0,0
9.96E+17,marketi69020477,1526307419,35,554,60,40,0,en,0,0
9.96E+17,LaysFernandes22,1526307412,24,198,29,59,0,pt,0,0
9.96E+17,MontshiMahao,1526307408,158,573,237,3216,0,en,0,0
9.96E+17,hyuna_png,1526307406,27,77,155,96,2,en,0,0
9.96E+17,lovrkennie,1526307404,6,85,1,0,0,en,0,0
9.96E+17,abubakaryausec,1526307397,6,39,0,1,0,en,0,0
9.96E+17,AAP__star,1526307395,406,269,190,0,0,ar,0,0
9.96E+17,TeamDonKiss1,1526307392,285,452,1805,2933,0,en,0,0
9.96E+17,NCT_MRKLEE,1526307391,449,476,983,3,1,id,0,0
9.96E+17,cierralovvorn1,1526307388,14,185,97,38,0,en,0,0
9.96E+17,TaeIsMyDemon,1526307381,221,271,3177,2484,0,en,0,0
9.96E+17,KaplanGeyik,1526307380,149,166,1493,1853,0,tr,0,0
9.96E+17,festus80234560,1526307379,3,100,3,0,0,en,0,0
9.96E+17,lrncvrz,1526307369,4,40,12,14,0,en,0,0
9.96E+17,Arr17A,1526307361,459,633,53,14,0,en,0,0
9.96E+17,VlbHEItPsPk7a32,1526307355,0,50,0,0,0,en,0,0
9.96E+17,JM_Love95,1526307348,298,296,778,289,0,en,0,0
9.96E+17,guccijrxlucas,1526307347,117,128,849,16,0,en,0,0
9.96E+17,Ryang_st,1526307336,3,41,97,260,1,ko,0,0
9.96E+17,qvxkp,1526307334,14,79,218,474,0,ar,0,0
9.96E+17,rain32GOT7,1526307333,34,66,643,755,0,en,0,0
9.96E+17,mpho_mukhwana,1526307331,0,112,1,39,0,en,0,0
9.96E+17,dMErDI0rDCWjiBK,1526307329,165,0,346,6,0,ar,0,0
9.96E+17,CartagenaHumana,1526307322,143,469,1613,13307,0,es,0,0
9.96E+17,LavishKvngTay,1526307322,9,17,388,411,0,en,0,0
9.96E+17,lidyabritania,1526307321,2,43,649,408,0,en,0,0
9.96E+17,EsperanceIngab2,1526307317,2,9,3,26,0,en,0,0
9.96E+17,UNEFsorbonneU,1526307317,65,237,43,64,0,fr,0,0
9.96E+17,BTSARMY55681665,1526307316,22,37,257,3974,0,en,0,0
9.96E+17,En8JTBj2FBlPndg,1526307313,234,469,777,2488,1,el,0,0
9.96E+17,ih_discount,1526307308,1,0,892,1,0,ar,0,0
9.96E+17,E03TCM3tX1lz3Vm,1526307302,8,68,432,65,0,ar,0,0
9.96E+17,ircroofingtexas,1526307297,1,3,4,6,0,en,0,0
9.96E+17,LKYM_22,1526307293,5,99,0,0,0,en,0,0
9.96E+17,tae_genius,1526307283,204,312,1236,282,0,es,0,0
9.96E+17,manhu_finest,1526307273,6,113,2,20,0,en,0,0
9.96E+17,berlinisnotdead,1526307273,100,168,39,8,0,en,0,0
9.96E+17,Rampalbhamu9,1526307270,588,0,723,712,0,en,0,0
9.96E+17,Jonathanfaria02,1526307270,220,312,97,430,0,pt,0,0
9.96E+17,G0j04nptfEY4a5Z,1526307269,1099,1323,848,372,0,en,0,0
9.96E+17,Got7jjjyymb,1526307258,119,265,1128,1192,0,en,0,0
9.96E+17,WWinedown,1526307255,36,155,54,9,0,en,0,0
9.96E+17,MalachiMcL_5,1526307247,62,97,36,52,0,en,0,0
9.96E+17,guneydogu47,1526307247,183,158,1479,1362,0,en,0,0
9.96E+17,yfleXm6L7SZP369,1526307244,219,346,85,383,0,ja,0,0
9.96E+17,i_vu__in,1526307238,12,23,452,413,0,ja,0,0
9.96E+17,BaitBimini,1526307237,9,3,54,2,0,en,0,0
9.96E+17,Hauzen92,1526307228,393,1441,267,13,0,en,0,0
9.96E+17,linda_luna91,1526307226,144,158,1730,354,0,ko,0,0
9.96E+17,Aziza17885563,1526307217,73,528,665,1206,0,id,0,0
9.96E+17,Wolfied6,1526307214,184,232,710,945,0,en,0,0
9.96E+17,hersheokjin,1526307208,370,1007,791,59,0,en,0,0
9.96E+17,Yieun_YG,1526307205,50,139,1730,1779,0,vi,0,0
9.96E+17,Muhamma96359924,1526307198,14,170,3,3,0,en,0,0
9.96E+17,JaggerEsch,1526307179,18,67,38,39,0,en,0,0
9.96E+17,sanah_sabri,1526307177,56,243,684,768,0,en,0,0
9.96E+17,Nin_naja987654,1526307173,2302,178,30,67,2,th,0,0
9.96E+17,himekyun1119,1526307164,114,81,1679,3469,1,ja,0,0
9.96E+17,CzjXtWDMcn7Nppp,1526307162,397,392,4032,3360,5,en,0,0
9.96E+17,S____20S,1526307160,8,39,75,7,0,ar,0,0
9.96E+17,LuanaVi1015,1526307159,96,484,875,748,0,pt,0,0
9.96E+17,MedhatTaha18,1526307152,1410,1296,84,149,1,en,0,0
9.96E+17,wmrpzs4xvmuFiWW,1526307145,116,119,6,107,0,en,0,0
9.96E+17,siobhanellen_,1526307143,20,143,109,277,0,en,0,0
9.96E+17,L_Feliixxx,1526307142,19,82,8,12,0,pt,0,0
9.96E+17,JoseReynoza2,1526307133,5,17,32,19,0,en,0,0
9.96E+17,jambalalalala,1526307132,36,32,50,87,0,en,0,0
9.96E+17,Ryoma_KoyaLOVE,1526307126,169,211,308,1521,0,en,0,0
9.96E+17,justbsma,1526307121,13,273,85,16,0,ar,0,0
9.96E+17,leaurat__,1526307120,25,20,120,103,0,en,0,0
9.96E+17,Revencgrg99gma1,1526307118,0,14,1,1,0,en,0,0
9.96E+17,13JIMINFAN,1526307118,156,153,1645,1833,0,en,0,0
9.96E+17,cadw79,1526307113,123,254,2003,1971,0,en,0,0
9.96E+17,sehayyyyyy,1526307111,197,179,6,109,0,tr,0,0
9.96E+17,Btrea_,1526307109,447,38,1821,111,1,en,0,0
9.96E+17,costello_in,1526307104,46,256,4172,3559,1,es,0,0
9.96E+17,rachelamynicho1,1526307101,5,50,13,9,0,en,0,0
9.96E+17,bangxxtan_,1526307092,95,22,2227,994,0,es,0,0
9.96E+17,drey7799,1526307089,7,33,102,1624,0,en,0,0
9.96E+17,natjanemagee,1526307085,11,29,106,172,0,en,0,0
9.96E+17,ootanisyouheika,1526307074,551,1823,686,85,0,ja,0,0
9.96E+17,mazwi_rode,1526307072,1,83,64,45,0,en,0,0
9.96E+17,NoelleAnne5,1526307071,35,49,356,413,0,en,0,0
9.96E+17,Khethel23554280,1526307070,3,93,1,4,0,en,0,0
9.96E+17,bnvMdeFzyHL8JP4,1526307070,106,117,1191,1557,7,en,0,0
9.96E+17,Kenanka40165178,1526307063,19,145,316,306,0,tr,0,0
9.96E+17,ArifSyafiq28,1526307061,10,52,403,608,0,en,0,0
9.96E+17,JF_DK97,1526307057,457,478,4822,19,21,id,0,0
9.96E+17,3rdWorld5,1526307055,4,52,41,61,0,en,0,0
9.96E+17,VNPedroo,1526307053,98,95,579,144,0,pt,0,0
9.96E+17,MiSu25986938,1526307050,234,860,4739,5031,0,vi,0,0
9.96E+17,BQMZ87vjJFkWklE,1526307044,9,22,23,16,0,ja,0,0
9.96E+17,SSRINinja,1526307043,2,10,14,9,0,en,0,0
9.96E+17,kazi_ahemad,1526307042,0,4,27,12,0,en,0,0
9.96E+17,itsaSWIFTlifexo,1526307041,15,78,162,53,0,en,0,0
9.96E+17,RhamerWesley,1526307041,0,5,10,2,0,en,0,0
9.96E+17,Shahinrahman77,1526307039,2,120,1,3,0,en,0,0
9.96E+17,SamMosley18,1526307033,21,22,7,0,0,en,0,0
9.96E+17,VuufEf1995,1526307029,4,8,213,25,0,en,0,0
9.96E+17,Odilala2,1526307025,306,1013,1519,1559,0,en,0,0
9.96E+17,naveenlog271,1526307020,0,59,17,112,0,en,0,0
9.96E+17,tfaure2,1526307016,8,160,26,66,0,en,0,0
9.96E+17,Tamer48895954,1526307004,1,10,1,1,0,en,0,0
9.96E+17,fordsetitog,1526306988,0,44,54,0,1,ru,0,0
9.96E+17,othinko_no1,1526306986,88,302,496,0,0,en,0,0
9.96E+17,honeybimbz31,1526306984,5,57,0,3,0,en,0,0
9.96E+17,vulgocarool,1526306983,110,185,596,33,0,pt,0,0
9.96E+17,djrockinjohn47,1526306983,26,103,179,15,0,en,0,0
9.96E+17,mio__3_0,1526306982,200,85,79,334,1,en,0,0
9.96E+17,Iamnurseneri,1526306979,0,33,0,0,0,en,0,0
9.96E+17,Nouran57584116,1526306977,8,142,302,738,0,en,0,0
9.96E+17,eeyenies,1526306976,154,366,1072,753,2,en,0,0
9.96E+17,Randomcithe,1526306972,1,13,119,25,0,en,0,0
9.96E+17,t_6v6_m,1526306971,86,128,682,2952,1,en,0,0
9.96E+17,Dosan_OffTR,1526306959,23,16,95,12,0,ko,0,0
9.96E+17,AnugrahJayaUta2,1526306958,7,229,14,0,0,id,0,0
9.96E+17,KumarKamal97,1526306952,4,18,1211,1801,0,en,0,0
9.96E+17,k_frvr,1526306946,42,104,884,4487,0,uk,0,0
9.96E+17,AmarlataSangwan,1526306946,12,35,69,72,0,en,0,0
9.96E+17,Ink_Spain,1526306944,12,18,51,28,0,es,0,0
9.96E+17,Kauany50297508,1526306942,5,60,1,6,0,en,0,0
9.96E+17,KTu9iQ0zYB9GNiN,1526306939,500,712,111,285,0,ar,0,0
9.96E+17,Oyewole95624181,1526306922,191,546,79,10,0,en,0,0
9.96E+17,sho____world,1526306920,443,371,1596,4466,3,en,0,0
9.96E+17,_xggg_,1526306920,142,508,481,4523,0,en,0,0
9.96E+17,BrunoNeira10,1526306919,6,28,9,32,0,en,0,0
9.96E+17,DeidraLovegren,1526306919,36,593,9,118,0,en,0,0
9.96E+17,DefensaChubut,1526306914,131,68,28,1,0,es,0,0
9.96E+17,mayre_ann,1526306911,1,59,9,5,0,en,0,0
9.96E+17,IsmaelSilvaSa18,1526306911,0,50,3,0,0,en,0,0
9.96E+17,najduch_alyssa,1526306904,2,80,3,0,0,en,0,0
9.96E+17,SEHKWN,1526306898,88,88,67,21,0,fi,0,0
9.96E+17,skjeong1643,1526306898,2265,2528,229,515,20,ko,0,0
9.96E+17,gokhan_mert_dzc,1526306882,67,113,325,9,0,tr,0,0
9.96E+17,nmoOipTvWASPm0Q,1526306875,1887,2066,805,445,7,ja,0,0
9.96E+17,ana_bray_tech,1526306864,476,296,2441,1758,2,en,0,0
9.96E+17,ttteeeechi,1526306853,5,22,1355,257,1,en,0,0
9.96E+17,10_Kuzutetsu,1526306840,256,409,3662,12193,20,en,0,0
9.96E+17,coindrop0x,1526306840,1725,130,29,8,5,en,0,0
9.96E+17,dhwlralsgusQns,1526306836,103,82,514,168,1,ko,0,0
9.96E+17,hpkDFDnUQ5c5I06,1526306831,54,54,201,678,0,en,0,0
9.96E+17,HeavyMetalThurs,1526306828,81,398,712,549,0,en,0,0
9.96E+17,than193,1526306820,375,475,1273,1287,0,en,0,0
9.96E+17,MedicalAlandra,1526306818,2,34,11,0,0,en,0,0
9.96E+17,coii00,1526306816,112,116,964,1519,0,en,0,0
9.96E+17,Taetae20351555,1526306814,205,506,1102,1100,0,en,0,0
9.96E+17,Rabbity_Art,1526306813,6547,143,73,178,34,th,0,0
9.96E+17,RaviKumarSahu06,1526306805,193,340,265,3664,0,en,0,0
9.96E+17,SARAH55205,1526306804,44,124,387,195,0,en,0,0
9.96E+17,Lulu81577480,1526306802,2,20,0,0,0,en,0,0
9.96E+17,phpremiumseller,1526306799,151,0,24,27,0,en,0,0
9.96E+17,snothando_busie,1526306793,37,417,27,7,0,en,0,0
9.96E+17,olivecrowtit,1526306791,28,112,457,228,0,en,0,0
9.96E+17,43ZIW8STTwqvL5d,1526306791,7,36,85,203,0,en,0,0
9.96E+17,saracrypto2018,1526306779,364,877,545,279,0,en,0,0
9.96E+17,openses92082780,1526306778,1031,62,765,1435,12,en,0,0
9.96E+17,that_tcb,1526306776,11,111,50,658,0,en,0,0
9.96E+17,ShimaDol1,1526306771,1,95,0,0,0,en,0,0
9.96E+17,Gray56232620,1526306762,2,43,204,31,0,en,0,0
9.96E+17,Mari36192287,1526306743,7,6,743,249,0,en,0,0
9.96E+17,AngelaLoving8,1526306738,0,100,0,1,0,en,0,0
9.96E+17,creety20,1526306731,6,93,0,0,0,en,0,0
9.96E+17,btsisourlife,1526306724,367,395,4012,601,1,en,0,0
9.96E+17,EdwinScalo,1526306714,31,287,242,540,0,en,0,0
9.96E+17,korokorone89,1526306709,148,137,2461,5913,14,en,0,0
9.96E+17,BtsOy73483788,1526306702,183,300,438,105,0,tr,0,0
9.96E+17,austinenduka3,1526306696,3,15,0,0,0,en,0,0
9.96E+17,joana_pagliari,1526306695,5,45,91,158,0,en,0,0
9.96E+17,perpetuallyhorn,1526306695,750,181,1349,169,5,en,0,0
9.96E+17,WlSDOMOUS,1526306695,78,4,3,2,0,en,0,0
9.96E+17,ST4Plus4is8,1526306692,0,8,2,2,0,en,0,0
9.96E+17,pllus_sony,1526306691,28,0,22,28,0,ar,0,0
9.96E+17,PaulLew37968237,1526306684,1,62,0,0,0,en,0,0
9.96E+17,HurricaneRelie6,1526306680,2,23,2,1,0,en,0,0
9.96E+17,VisualArts_PR,1526306664,1151,60,68,565,13,ja,0,0
9.96E+17,UmarHayat7867,1526306658,17,90,84,240,0,en,0,0
9.96E+17,dograde_,1526306657,65,46,726,749,0,en,0,0
9.96E+17,gracetxwns,1526306656,47,53,138,152,0,en,0,0
9.96E+17,NazMelanie,1526306642,788,858,21,222,0,tr,0,0
9.96E+17,Vskitofficial,1526306629,23,7,12,9,0,en,0,0
9.96E+17,Tshepo31238656,1526306628,39,142,16,53,0,en,0,0
9.96E+17,joe16611014,1526306624,144,230,2710,2500,0,en,0,0
9.96E+17,067___yooju___,1526306623,41,51,452,606,0,ja,0,0
9.96E+17,EventSpacesSA,1526306605,88,134,176,917,0,en,0,0
9.96E+17,heidywhipple3,1526306595,0,21,31,0,0,en,0,0
9.96E+17,Zeyzeydersin,1526306589,1174,955,191,357,0,tr,0,0
9.96E+17,mmq8FFMvTL5LS0B,1526306584,1,47,0,0,0,en,0,0
9.96E+17,popte233,1526306576,34,82,459,1257,1,en,0,0
9.96E+17,TheVoice_Addict,1526306574,19,165,256,1,0,fr,0,0
9.96E+17,yoongiarchivess,1526306558,10,32,90,58,0,en,0,0
9.96E+17,18mu2,1526306557,0,39,94,0,0,en,0,0
9.96E+17,Shahzad01866321,1526306530,19,575,18,294,0,en,0,0
